kode_provinsi,nama_provinsi,kode_kabkota,nama_kabkota,tahun,persen_kelahiran
75,"Prov. Gorontalo",7504,"Kab. Bone Bolango",2006,58.2
75,"Prov. Gorontalo",7504,"Kab. Bone Bolango",2007,58
75,"Prov. Gorontalo",7504,"Kab. Bone Bolango",2008,41.93
75,"Prov. Gorontalo",7504,"Kab. Bone Bolango",2009,41.8
75,"Prov. Gorontalo",7505,"Kab. Gorontalo Utara",2005,0
75,"Prov. Gorontalo",7505,"Kab. Gorontalo Utara",2006,0
75,"Prov. Gorontalo",7505,"Kab. Gorontalo Utara",2007,28.63
75,"Prov. Gorontalo",7505,"Kab. Gorontalo Utara",2008,41.39
75,"Prov. Gorontalo",7505,"Kab. Gorontalo Utara",2009,20.31
75,"Prov. Gorontalo",7571,"Kota Gorontalo",2005,81.31
75,"Prov. Gorontalo",7571,"Kota Gorontalo",2006,68.43
75,"Prov. Gorontalo",7571,"Kota Gorontalo",2007,80.83
75,"Prov. Gorontalo",7571,"Kota Gorontalo",2008,84.67
75,"Prov. Gorontalo",7571,"Kota Gorontalo",2009,84.72
76,"Prov. Sulawesi Barat",7601,"Kab. Majene",2005,53.93
76,"Prov. Sulawesi Barat",7601,"Kab. Majene",2006,32.95
76,"Prov. Sulawesi Barat",7601,"Kab. Majene",2007,80.44
76,"Prov. Sulawesi Barat",7601,"Kab. Majene",2008,66.44
76,"Prov. Sulawesi Barat",7601,"Kab. Majene",2009,30
76,"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar",2005,59.67
76,"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar",2006,45.06
76,"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar",2007,49.68
76,"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar",2008,43.1
76,"Prov. Sulawesi Barat",7602,"Kab. Polewali Mandar",2009,23.98
76,"Prov. Sulawesi Barat",7603,"Kab. Mamasa",2005,49.51
76,"Prov. Sulawesi Barat",7603,"Kab. Mamasa",2006,31.51
76,"Prov. Sulawesi Barat",7603,"Kab. Mamasa",2007,23.25
76,"Prov. Sulawesi Barat",7603,"Kab. Mamasa",2008,25.03
76,"Prov. Sulawesi Barat",7603,"Kab. Mamasa",2009,34.17
76,"Prov. Sulawesi Barat",7604,"Kab. Mamuju",2005,71.94
76,"Prov. Sulawesi Barat",7604,"Kab. Mamuju",2006,27.62
76,"Prov. Sulawesi Barat",7604,"Kab. Mamuju",2007,31.6
76,"Prov. Sulawesi Barat",7604,"Kab. Mamuju",2008,31.89
76,"Prov. Sulawesi Barat",7604,"Kab. Mamuju",2009,6.98
76,"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara",2005,26.24
76,"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara",2006,37.05
76,"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara",2007,37.63
76,"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara",2008,35.78
76,"Prov. Sulawesi Barat",7605,"Kab. Mamuju Utara",2009,34.64
76,"Prov. Sulawesi Barat",7606,"",2005,52.48
76,"Prov. Sulawesi Barat",7606,"",2006,0
76,"Prov. Sulawesi Barat",7606,"",2007,0
76,"Prov. Sulawesi Barat",7606,"",2008,0
76,"Prov. Sulawesi Barat",7606,"",2009,0
76,"Prov. Sulawesi Barat",7607,"",2005,15.98
76,"Prov. Sulawesi Barat",7607,"",2006,0
76,"Prov. Sulawesi Barat",7607,"",2007,0
76,"Prov. Sulawesi Barat",7607,"",2008,0
76,"Prov. Sulawesi Barat",7607,"",2009,0
76,"Prov. Sulawesi Barat",7671,"",2005,83.65
76,"Prov. Sulawesi Barat",7671,"",2006,0
76,"Prov. Sulawesi Barat",7671,"",2007,0
76,"Prov. Sulawesi Barat",7671,"",2008,0
76,"Prov. Sulawesi Barat",7671,"",2009,0
81,"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2005,47.61
81,"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2006,52.76
81,"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2007,23.12
81,"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2008,28.26
81,"Prov. Maluku",8101,"Kab. Maluku Tenggara Barat",2009,27.74
81,"Prov. Maluku",8102,"Kab. Maluku Tenggara",2005,37.16
81,"Prov. Maluku",8102,"Kab. Maluku Tenggara",2006,54.43
81,"Prov. Maluku",8102,"Kab. Maluku Tenggara",2007,55.54
81,"Prov. Maluku",8102,"Kab. Maluku Tenggara",2008,57.75
81,"Prov. Maluku",8102,"Kab. Maluku Tenggara",2009,32.99
81,"Prov. Maluku",8103,"Kab. Maluku Tengah",2005,31.93
81,"Prov. Maluku",8103,"Kab. Maluku Tengah",2006,43.46
81,"Prov. Maluku",8103,"Kab. Maluku Tengah",2007,39.58
81,"Prov. Maluku",8103,"Kab. Maluku Tengah",2008,54.89
81,"Prov. Maluku",8103,"Kab. Maluku Tengah",2009,38
81,"Prov. Maluku",8104,"Kab. Buru",2005,26.57
81,"Prov. Maluku",8104,"Kab. Buru",2006,30.62
81,"Prov. Maluku",8104,"Kab. Buru",2007,24.87
81,"Prov. Maluku",8104,"Kab. Buru",2008,23.81
81,"Prov. Maluku",8104,"Kab. Buru",2009,9.65
81,"Prov. Maluku",8105,"Kab. Kepulauan Aru",2005,38.53
81,"Prov. Maluku",8105,"Kab. Kepulauan Aru",2006,18.89
81,"Prov. Maluku",8105,"Kab. Kepulauan Aru",2007,13.77
81,"Prov. Maluku",8105,"Kab. Kepulauan Aru",2008,19.94
81,"Prov. Maluku",8105,"Kab. Kepulauan Aru",2009,13.97
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2005,32.72
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2006,33.55
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2007,29.85
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2008,32.48
81,"Prov. Maluku",8106,"Kab. Seram Bagian Barat",2009,10.01
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2005,0
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2006,8.09
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2007,8.92
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2008,14.36
81,"Prov. Maluku",8107,"Kab. Seram Bagian Timur",2009,8.83
81,"Prov. Maluku",8171,"Kota Ambon",2005,77.72
81,"Prov. Maluku",8171,"Kota Ambon",2006,85.24
81,"Prov. Maluku",8171,"Kota Ambon",2007,83.64
81,"Prov. Maluku",8171,"Kota Ambon",2008,71.69
81,"Prov. Maluku",8171,"Kota Ambon",2009,28.87
81,"Prov. Maluku",8172,"Kota Tual",2005,25.24
81,"Prov. Maluku",8172,"Kota Tual",2006,0
81,"Prov. Maluku",8172,"Kota Tual",2007,0
81,"Prov. Maluku",8172,"Kota Tual",2008,0
81,"Prov. Maluku",8172,"Kota Tual",2009,18.4
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2005,0
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2006,47.24
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2007,52.53
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2008,46.93
82,"Prov. Maluku Utara",8201,"Kab. Halmahera Barat",2009,39.61
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2005,0
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2006,40.5
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2007,22.66
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2008,35.91
82,"Prov. Maluku Utara",8202,"Kab. Halmahera Tengah",2009,15.76
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2005,0
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2006,18.39
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2007,28.08
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2008,17.19
82,"Prov. Maluku Utara",8203,"Kab. Kepulauan Sula",2009,66.64
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2005,0
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2006,28.09
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2007,11.21
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2008,31.71
82,"Prov. Maluku Utara",8204,"Kab. Halmahera Selatan",2009,31.2
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2005,0
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2006,26.85
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2007,32.57
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2008,19.33
82,"Prov. Maluku Utara",8205,"Kab. Halmahera Utara",2009,48.94
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2005,0
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2006,28.49
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2007,42.86
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2008,39.54
82,"Prov. Maluku Utara",8206,"Kab. Halmahera Timur",2009,29.97
82,"Prov. Maluku Utara",8271,"Kota Ternate",2005,0
82,"Prov. Maluku Utara",8271,"Kota Ternate",2006,75.46
82,"Prov. Maluku Utara",8271,"Kota Ternate",2007,75.11
82,"Prov. Maluku Utara",8271,"Kota Ternate",2008,75.73
82,"Prov. Maluku Utara",8271,"Kota Ternate",2009,79.88
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2005,0
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2006,47.6
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2007,61.59
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2008,50.89
82,"Prov. Maluku Utara",8272,"Kota Tidore Kepulauan",2009,33.14
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2005,0
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2006,74.64
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2007,79.94
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2008,69.84
91,"Prov. Papua Barat",9101,"Kab. Fakfak",2009,78.68
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2005,0
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2006,41.44
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2007,47.72
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2008,74.44
91,"Prov. Papua Barat",9102,"Kab. Kaimana",2009,56.69
91,"Prov. Papua Barat",9103,"Kab. Teluk Wondama",2005,0
91,"Prov. Papua Barat",9103,"Kab. Teluk Wondama",2006,39.53
91,"Prov. Papua Barat",9103,"Kab. Teluk Wondama",2007,43.4
91,"Prov. Papua Barat",9103,"Kab. Teluk Wondama",2008,43.82
91,"Prov. Papua Barat",9103,"Kab. Teluk Wondama",2009,66.6
91,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni",2005,0
91,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni",2006,35.61
91,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni",2007,44.25
91,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni",2008,55.16
91,"Prov. Papua Barat",9104,"Kab. Teluk Bintuni",2009,29.1
91,"Prov. Papua Barat",9105,"Kab. Manokwari",2005,0
91,"Prov. Papua Barat",9105,"Kab. Manokwari",2006,48.27
91,"Prov. Papua Barat",9105,"Kab. Manokwari",2007,60.41
91,"Prov. Papua Barat",9105,"Kab. Manokwari",2008,42.41
91,"Prov. Papua Barat",9105,"Kab. Manokwari",2009,47.14
91,"Prov. Papua Barat",9106,"Kab. Sorong Selatan",2005,0
91,"Prov. Papua Barat",9106,"Kab. Sorong Selatan",2006,79.21
91,"Prov. Papua Barat",9106,"Kab. Sorong Selatan",2007,41.5
91,"Prov. Papua Barat",9106,"Kab. Sorong Selatan",2008,45.25
91,"Prov. Papua Barat",9106,"Kab. Sorong Selatan",2009,38.79
91,"Prov. Papua Barat",9107,"Kab. Sorong",2005,0
91,"Prov. Papua Barat",9107,"Kab. Sorong",2006,84.21
91,"Prov. Papua Barat",9107,"Kab. Sorong",2007,65.12
91,"Prov. Papua Barat",9107,"Kab. Sorong",2008,54.39
91,"Prov. Papua Barat",9107,"Kab. Sorong",2009,26.86
91,"Prov. Papua Barat",9108,"Kab. Raja Ampat",2005,0
91,"Prov. Papua Barat",9108,"Kab. Raja Ampat",2006,73.13
91,"Prov. Papua Barat",9108,"Kab. Raja Ampat",2007,42.07
91,"Prov. Papua Barat",9108,"Kab. Raja Ampat",2008,30.76
91,"Prov. Papua Barat",9108,"Kab. Raja Ampat",2009,24.78
91,"Prov. Papua Barat",9171,"Kota Sorong",2005,0
91,"Prov. Papua Barat",9171,"Kota Sorong",2006,67.04
91,"Prov. Papua Barat",9171,"Kota Sorong",2007,72.58
91,"Prov. Papua Barat",9171,"Kota Sorong",2008,84.39
91,"Prov. Papua Barat",9171,"Kota Sorong",2009,44.52
94,"Prov. Papua",9401,"Kab. Merauke",2005,0
94,"Prov. Papua",9401,"Kab. Merauke",2006,91.67
94,"Prov. Papua",9401,"Kab. Merauke",2007,73.08
94,"Prov. Papua",9401,"Kab. Merauke",2008,81.16
94,"Prov. Papua",9401,"Kab. Merauke",2009,32.8
94,"Prov. Papua",9402,"Kab. Jayawijaya",2005,50.33
94,"Prov. Papua",9402,"Kab. Jayawijaya",2006,43.09
94,"Prov. Papua",9402,"Kab. Jayawijaya",2007,36.04
94,"Prov. Papua",9402,"Kab. Jayawijaya",2008,20.79
94,"Prov. Papua",9402,"Kab. Jayawijaya",2009,6.01
94,"Prov. Papua",9403,"Kab. Jayapura",2005,74.13
94,"Prov. Papua",9403,"Kab. Jayapura",2006,78.88
94,"Prov. Papua",9403,"Kab. Jayapura",2007,78.75
94,"Prov. Papua",9403,"Kab. Jayapura",2008,57.62
94,"Prov. Papua",9403,"Kab. Jayapura",2009,37.28
94,"Prov. Papua",9404,"Kab. Nabire",2005,44.99
94,"Prov. Papua",9404,"Kab. Nabire",2006,44.49
94,"Prov. Papua",9404,"Kab. Nabire",2007,44.7
94,"Prov. Papua",9404,"Kab. Nabire",2008,44.6
94,"Prov. Papua",9404,"Kab. Nabire",2009,71.5
94,"Prov. Papua",9405,"",2005,69.99
94,"Prov. Papua",9405,"",2006,0
94,"Prov. Papua",9405,"",2007,0
94,"Prov. Papua",9405,"",2008,0
94,"Prov. Papua",9405,"",2009,0
94,"Prov. Papua",9408,"Kab. Yapen Waropen",2005,0
94,"Prov. Papua",9408,"Kab. Yapen Waropen",2006,63.18
94,"Prov. Papua",9408,"Kab. Yapen Waropen",2007,46.22
94,"Prov. Papua",9408,"Kab. Yapen Waropen",2008,60.47
94,"Prov. Papua",9408,"Kab. Yapen Waropen",2009,32.98
94,"Prov. Papua",9409,"Kab. Biak Numfor",2005,60.41
94,"Prov. Papua",9409,"Kab. Biak Numfor",2006,79.47
94,"Prov. Papua",9409,"Kab. Biak Numfor",2007,71.5
94,"Prov. Papua",9409,"Kab. Biak Numfor",2008,79.83
94,"Prov. Papua",9409,"Kab. Biak Numfor",2009,35.55
94,"Prov. Papua",9410,"Kab. Paniai",2005,31.33
94,"Prov. Papua",9410,"Kab. Paniai",2006,17.07
94,"Prov. Papua",9410,"Kab. Paniai",2007,31.91
94,"Prov. Papua",9410,"Kab. Paniai",2008,21.69
94,"Prov. Papua",9410,"Kab. Paniai",2009,12.97
94,"Prov. Papua",9411,"Kab. Puncak Jaya",2005,10
94,"Prov. Papua",9411,"Kab. Puncak Jaya",2006,81.25
94,"Prov. Papua",9411,"Kab. Puncak Jaya",2007,0
94,"Prov. Papua",9411,"Kab. Puncak Jaya",2008,14.63
94,"Prov. Papua",9411,"Kab. Puncak Jaya",2009,23.32
94,"Prov. Papua",9412,"Kab. Mimika",2005,80.74
94,"Prov. Papua",9412,"Kab. Mimika",2006,83.71
94,"Prov. Papua",9412,"Kab. Mimika",2007,71.92
94,"Prov. Papua",9412,"Kab. Mimika",2008,80.13
94,"Prov. Papua",9412,"Kab. Mimika",2009,53.1
94,"Prov. Papua",9413,"Kab. Boven Digoel",2005,0
94,"Prov. Papua",9413,"Kab. Boven Digoel",2006,68.51
94,"Prov. Papua",9413,"Kab. Boven Digoel",2007,44.54
94,"Prov. Papua",9413,"Kab. Boven Digoel",2008,54.33
94,"Prov. Papua",9413,"Kab. Boven Digoel",2009,25.95
94,"Prov. Papua",9414,"Kab. Mappi",2005,35.87
94,"Prov. Papua",9414,"Kab. Mappi",2006,25.36
94,"Prov. Papua",9414,"Kab. Mappi",2007,25.26
94,"Prov. Papua",9414,"Kab. Mappi",2008,17.3
94,"Prov. Papua",9414,"Kab. Mappi",2009,27.76
94,"Prov. Papua",9415,"Kab. Asmat",2005,10.23
94,"Prov. Papua",9415,"Kab. Asmat",2006,25.24
94,"Prov. Papua",9415,"Kab. Asmat",2007,10
94,"Prov. Papua",9415,"Kab. Asmat",2008,7.78
94,"Prov. Papua",9415,"Kab. Asmat",2009,21.04
94,"Prov. Papua",9416,"Kab. Yahukimo",2005,4
94,"Prov. Papua",9416,"Kab. Yahukimo",2006,26.61
94,"Prov. Papua",9416,"Kab. Yahukimo",2007,10.71
94,"Prov. Papua",9416,"Kab. Yahukimo",2008,0
94,"Prov. Papua",9416,"Kab. Yahukimo",2009,0
94,"Prov. Papua",9417,"Kab. Pegunungan Bintang",2005,14.53
94,"Prov. Papua",9417,"Kab. Pegunungan Bintang",2006,3.61
94,"Prov. Papua",9417,"Kab. Pegunungan Bintang",2007,0
94,"Prov. Papua",9417,"Kab. Pegunungan Bintang",2008,1.61
94,"Prov. Papua",9417,"Kab. Pegunungan Bintang",2009,23.67
94,"Prov. Papua",9418,"Kab. Tolikara",2005,0
94,"Prov. Papua",9418,"Kab. Tolikara",2006,4.76
94,"Prov. Papua",9418,"Kab. Tolikara",2007,29.82
94,"Prov. Papua",9418,"Kab. Tolikara",2008,7.26
94,"Prov. Papua",9418,"Kab. Tolikara",2009,10.86
94,"Prov. Papua",9419,"Kab. Sarmi",2005,75
94,"Prov. Papua",9419,"Kab. Sarmi",2006,48.68
94,"Prov. Papua",9419,"Kab. Sarmi",2007,54.19
94,"Prov. Papua",9419,"Kab. Sarmi",2008,42.44
94,"Prov. Papua",9419,"Kab. Sarmi",2009,42.77
94,"Prov. Papua",9420,"Kab. Keerom",2005,61
94,"Prov. Papua",9420,"Kab. Keerom",2006,78.38
94,"Prov. Papua",9420,"Kab. Keerom",2007,59.83
94,"Prov. Papua",9420,"Kab. Keerom",2008,45.6
94,"Prov. Papua",9420,"Kab. Keerom",2009,50.03
94,"Prov. Papua",9421,"",2005,58.97
94,"Prov. Papua",9421,"",2006,0
94,"Prov. Papua",9421,"",2007,0
94,"Prov. Papua",9421,"",2008,0
94,"Prov. Papua",9421,"",2009,0
94,"Prov. Papua",9426,"Kab. Waropen",2005,0
94,"Prov. Papua",9426,"Kab. Waropen",2006,35.69
94,"Prov. Papua",9426,"Kab. Waropen",2007,48.77
94,"Prov. Papua",9426,"Kab. Waropen",2008,25.23
94,"Prov. Papua",9426,"Kab. Waropen",2009,75.69
94,"Prov. Papua",9427,"Kab. Supiori",2005,0
94,"Prov. Papua",9427,"Kab. Supiori",2006,78.05
94,"Prov. Papua",9427,"Kab. Supiori",2007,46.41
94,"Prov. Papua",9427,"Kab. Supiori",2008,43.75
94,"Prov. Papua",9427,"Kab. Supiori",2009,42.87
94,"Prov. Papua",9428,"Kab. Mamberamo Raya",2005,0
94,"Prov. Papua",9428,"Kab. Mamberamo Raya",2006,0
94,"Prov. Papua",9428,"Kab. Mamberamo Raya",2007,0
94,"Prov. Papua",9428,"Kab. Mamberamo Raya",2008,0
94,"Prov. Papua",9428,"Kab. Mamberamo Raya",2009,0
94,"Prov. Papua",9429,"Kab. Nduga",2005,0
94,"Prov. Papua",9429,"Kab. Nduga",2006,0
94,"Prov. Papua",9429,"Kab. Nduga",2007,0
94,"Prov. Papua",9429,"Kab. Nduga",2008,0
94,"Prov. Papua",9429,"Kab. Nduga",2009,2.48
94,"Prov. Papua",9430,"Kab. Lanny Jaya",2005,0
94,"Prov. Papua",9430,"Kab. Lanny Jaya",2006,0
94,"Prov. Papua",9430,"Kab. Lanny Jaya",2007,0
94,"Prov. Papua",9430,"Kab. Lanny Jaya",2008,0
94,"Prov. Papua",9430,"Kab. Lanny Jaya",2009,0
94,"Prov. Papua",9431,"Kab. Mamberamo Tengah",2005,0
94,"Prov. Papua",9431,"Kab. Mamberamo Tengah",2006,0
94,"Prov. Papua",9431,"Kab. Mamberamo Tengah",2007,0
94,"Prov. Papua",9431,"Kab. Mamberamo Tengah",2008,0
94,"Prov. Papua",9431,"Kab. Mamberamo Tengah",2009,3.09
94,"Prov. Papua",9432,"Kab. Yalimo",2005,0
94,"Prov. Papua",9432,"Kab. Yalimo",2006,0
94,"Prov. Papua",9432,"Kab. Yalimo",2007,0
94,"Prov. Papua",9432,"Kab. Yalimo",2008,0
94,"Prov. Papua",9432,"Kab. Yalimo",2009,17.08
94,"Prov. Papua",9433,"Kab. Puncak",2005,0
94,"Prov. Papua",9433,"Kab. Puncak",2006,0
94,"Prov. Papua",9433,"Kab. Puncak",2007,0
94,"Prov. Papua",9433,"Kab. Puncak",2008,0
94,"Prov. Papua",9433,"Kab. Puncak",2009,24.96
94,"Prov. Papua",9434,"Kab. Dogiyai",2005,0
94,"Prov. Papua",9434,"Kab. Dogiyai",2006,0
94,"Prov. Papua",9434,"Kab. Dogiyai",2007,0
94,"Prov. Papua",9434,"Kab. Dogiyai",2008,0
94,"Prov. Papua",9434,"Kab. Dogiyai",2009,0
94,"Prov. Papua",9471,"Kota Jayapura",2005,90.87
94,"Prov. Papua",9471,"Kota Jayapura",2006,95.09
94,"Prov. Papua",9471,"Kota Jayapura",2007,92.24
94,"Prov. Papua",9471,"Kota Jayapura",2008,96.35
94,"Prov. Papua",9471,"Kota Jayapura",2009,95.89
94,"Prov. Papua",9472,"",2005,59.7
94,"Prov. Papua",9472,"",2006,0
94,"Prov. Papua",9472,"",2007,0
94,"Prov. Papua",9472,"",2008,0
94,"Prov. Papua",9472,"",2009,0
